Year,Date_of_Incident,Route,Operator,Group_Name,Bus_Garage,Borough,Injury_Result_Description,Incident_Event_Type,Victim_Category,Victims_Sex,Victims_Age,Month
2015,2015-07-01,E2,Metroline,Metroline,Garage Not Available,Ealing,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Bus Driver,Male,Adult,07
2015,2015-07-01,E3,London United,London United,Garage Not Available,Ealing,Injuries treated on scene,Onboard Injuries,Passenger,Male,Adult,07
2015,2015-07-01,E3,London United,London United,Garage Not Available,Hounslow,Injuries treated on scene,Onboard Injuries,Bus Driver,Male,Adult,07
2015,2015-07-01,E5,Metroline West,Metroline,Garage Not Available,Ealing,Injuries treated on scene,Onboard Injuries,Passenger,Female,Youth,07
2015,2015-07-01,E5,Metroline West,Metroline,Garage Not Available,Ealing,Injuries treated on scene,Onboard Injuries,Passenger,Female,Youth,07
2015,2015-07-01,E6,Metroline,Metroline,Garage Not Available,Hillingdon,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,07
2015,2015-07-01,E6,Metroline,Metroline,Garage Not Available,Hillingdon,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,07
2015,2015-07-01,E8,Metroline,Metroline,Garage Not Available,Ealing,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Bus Driver,Male,Adult,07
2015,2015-07-01,E8,Metroline,Metroline,Garage Not Available,Hounslow,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Male,Unknown,07
2015,2015-07-01,EL2,Blue Triangle Buses,Go-Ahead,Garage Not Available,Barking & Dagenham,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,07
2015,2015-07-01,H12,Metroline,Metroline,Garage Not Available,Harrow,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,07
2015,2015-07-01,H12,Metroline,Metroline,Garage Not Available,Harrow,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Female,Adult,07
2015,2015-07-01,H18,Arriva The Shires,Arriva The Shires,Garage Not Available,Harrow,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown,07
2015,2015-07-01,H91,London United,London United,Garage Not Available,Hounslow,Injuries treated on scene,Collision Incident,Passenger,Male,Unknown,07
2015,2015-07-01,H91,London United,London United,Garage Not Available,Hounslow,Injuries treated on scene,Collision Incident,Passenger,Male,Unknown,07
2015,2015-07-01,H91,London United,London United,Garage Not Available,Hounslow,Injuries treated on scene,Onboard Injuries,Bus Driver,Female,Adult,07
2015,2015-07-01,H91,London United,London United,Garage Not Available,Hounslow,Injuries treated on scene,Onboard Injuries,Passenger,Female,Unknown,07
2015,2015-07-01,K2,London United,London United,Garage Not Available,Kingston upon Thames,Injuries treated on scene,Onboard Injuries,Passenger,Female,Elderly,07
2015,2015-07-01,K2,London United,London United,Garage Not Available,Kingston upon Thames,Injuries treated on scene,Onboard Injuries,Passenger,Female,Unknown,07
2015,2015-07-01,N109,Abellio London,Abellio,Garage Not Available,Westminster,Reported Minor Injury - Treated at Hospital,Collision Incident,Pedestrian,Male,Adult,07
2015,2015-07-01,N15,East London,Stagecoach,Garage Not Available,Tower Hamlets,Injuries treated on scene,Collision Incident,Passenger,Male,Adult,07
2015,2015-07-01,N16,Metroline,Metroline,Garage Not Available,Brent,Injuries treated on scene,Onboard Injuries,Passenger,Male,Adult,07
2015,2015-07-01,N29,Arriva London North,Arriva London,Garage Not Available,Haringey,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Unknown,Unknown,07
2015,2015-07-01,N47,Selkent,Stagecoach,Garage Not Available,Bromley,Injuries treated on scene,Collision Incident,Passenger,Male,Adult,07
2015,2015-07-01,N47,Selkent,Stagecoach,Garage Not Available,Bromley,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Bus Driver,Male,Adult,07
2015,2015-07-01,N55,East London,Stagecoach,Garage Not Available,Hackney,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Pedestrian,Female,Adult,07
2015,2015-07-01,N55,East London,Stagecoach,Garage Not Available,Hackney,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Pedestrian,Male,Adult,07
2015,2015-07-01,N63,London Central,Go-Ahead,Garage Not Available,Southwark,Injuries treated on scene,Onboard Injuries,Passenger,Male,Unknown,07
2015,2015-07-01,OOS,East London,Stagecoach,Garage Not Available,Havering,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,3rd Party driver / Occupant,Male,Adult,07
2015,2015-07-01,OOS,East London,Stagecoach,Garage Not Available,Havering,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,3rd Party driver / Occupant,Unknown,Adult,07
2015,2015-07-01,OOS,East London,Stagecoach,Garage Not Available,Havering,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Bus Driver,Male,Adult,07
2015,2015-07-01,OOS,London Central,Go-Ahead,Garage Not Available,Southwark,Injuries treated on scene,Onboard Injuries,Bus Driver,Male,Adult,07
2015,2015-07-01,OOS,London United,London United,Garage Not Available,Ealing,Injuries treated on scene,Onboard Injuries,Operational Staff,Unknown,Unknown,07
2015,2015-07-01,OOS,London United,London United,Garage Not Available,Hammersmith & Fulham,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Operational Staff,Unknown,Unknown,07
2015,2015-07-01,OOS,London United,London United,Garage Not Available,Hammersmith & Fulham,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Operational Staff,Unknown,Unknown,07
2015,2015-07-01,OOS,London United,London United,Garage Not Available,Kingston upon Thames,Injuries treated on scene,Onboard Injuries,Bus Driver,Male,Adult,07
2015,2015-07-01,OOS,London United,London United,Garage Not Available,Not specified,Injuries treated on scene,Assault,Bus Driver,Male,Adult,07
2015,2015-07-01,P12,Metrobus,Go-Ahead,Garage Not Available,Southwark,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,07
2015,2015-07-01,P12,Metrobus,Go-Ahead,Garage Not Available,Southwark,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Female,Elderly,07
2015,2015-07-01,R11,Metrobus,Go-Ahead,Garage Not Available,Bexley,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Male,Elderly,07
2015,2015-07-01,R9,Metrobus,Go-Ahead,Garage Not Available,Bromley,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,07
2015,2015-07-01,U5,Metroline West,Metroline,Garage Not Available,Hillingdon,Injuries treated on scene,Collision Incident,Passenger,Female,Adult,07
2015,2015-07-01,U5,Metroline West,Metroline,Garage Not Available,Hillingdon,Injuries treated on scene,Collision Incident,Passenger,Female,Adult,07
2015,2015-07-01,U5,Metroline West,Metroline,Garage Not Available,Hillingdon,Injuries treated on scene,Collision Incident,Passenger,Female,Adult,07
2015,2015-07-01,U5,Metroline West,Metroline,Garage Not Available,Hillingdon,Injuries treated on scene,Collision Incident,Passenger,Female,Adult,07
2015,2015-07-01,U5,Metroline West,Metroline,Garage Not Available,Hillingdon,Injuries treated on scene,Collision Incident,Passenger,Male,Adult,07
2015,2015-07-01,U5,Metroline West,Metroline,Garage Not Available,Hillingdon,Injuries treated on scene,Collision Incident,Passenger,Male,Adult,07
2015,2015-07-01,U5,Metroline West,Metroline,Garage Not Available,Hillingdon,Injuries treated on scene,Collision Incident,Passenger,Male,Adult,07
2015,2015-07-01,U5,Metroline West,Metroline,Garage Not Available,Hillingdon,Injuries treated on scene,Collision Incident,Passenger,Male,Adult,07
2015,2015-07-01,W11,Arriva London North,Arriva London,Garage Not Available,Waltham Forest,Injuries treated on scene,Collision Incident,Passenger,Unknown,Unknown,07
2015,2015-07-01,W11,Arriva London North,Arriva London,Garage Not Available,Waltham Forest,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Bus Driver,Male,Adult,07
2015,2015-07-01,W3,Arriva London North,Arriva London,Garage Not Available,Haringey,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Unknown,Unknown,07
2015,2015-07-01,W4,London General,Go-Ahead,Garage Not Available,Haringey,Injuries treated on scene,Collision Incident,Passenger,Female,Adult,07
2015,2015-07-01,W4,London General,Go-Ahead,Garage Not Available,Haringey,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Female,Adult,07
2015,2015-07-01,W6,Arriva London North,Arriva London,Garage Not Available,Enfield,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown,07
2015,2015-07-01,W6,Arriva London North,Arriva London,Garage Not Available,Enfield,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown,07
2015,2015-08-01,2,Arriva London South,Arriva London,Garage Not Available,Lambeth,Injuries treated on scene,Collision Incident,Pedestrian,Unknown,Unknown,08
2015,2015-08-01,4,Metroline,Metroline,Garage Not Available,Islington,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Pedestrian,Male,Elderly,08
2015,2015-08-01,5,East London,Stagecoach,Garage Not Available,Barking & Dagenham,Injuries treated on scene,Onboard Injuries,Passenger,Male,Adult,08
2015,2015-08-01,5,East London,Stagecoach,Garage Not Available,Newham,Injuries treated on scene,Onboard Injuries,Passenger,Male,Elderly,08
2015,2015-08-01,6,Metroline,Metroline,Garage Not Available,Westminster,Injuries treated on scene,Collision Incident,Passenger,Female,Unknown,08
2015,2015-08-01,6,Metroline,Metroline,Garage Not Available,Westminster,Taken to Hospital – Reported Serious Injury or Severity Unknown,Assault,Pedestrian,Male,Adult,08
2015,2015-08-01,8,East London,Stagecoach,Garage Not Available,Tower Hamlets,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,8,East London,Stagecoach,Garage Not Available,Tower Hamlets,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,9,London United,London United,Garage Not Available,Hammersmith & Fulham,Injuries treated on scene,Onboard Injuries,Bus Driver,Male,Adult,08
2015,2015-08-01,9,London United,London United,Garage Not Available,Hammersmith & Fulham,Injuries treated on scene,Onboard Injuries,Conductor,Female,Adult,08
2015,2015-08-01,9,London United,London United,Garage Not Available,Hammersmith & Fulham,Injuries treated on scene,Onboard Injuries,Conductor,Female,Adult,08
2015,2015-08-01,9,London United,London United,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,9,London United,London United,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Male,Child,08
2015,2015-08-01,10,London United,London United,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,10,London United,London United,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,12,London Central,Go-Ahead,Garage Not Available,Lambeth,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,12,London Central,Go-Ahead,Garage Not Available,Southwark,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,12,London Central,Go-Ahead,Garage Not Available,Southwark,Injuries treated on scene,Onboard Injuries,Passenger,Male,Child,08
2015,2015-08-01,12,London Central,Go-Ahead,Garage Not Available,Southwark,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Female,Elderly,08
2015,2015-08-01,12,London Central,Go-Ahead,Garage Not Available,Southwark,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Male,Unknown,08
2015,2015-08-01,13,London Sovereign,London United,Garage Not Available,Barnet,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,15,East London,Stagecoach,Garage Not Available,Tower Hamlets,Injuries treated on scene,Onboard Injuries,Passenger,Female,Child,08
2015,2015-08-01,15,East London,Stagecoach,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Female,Unknown,08
2015,2015-08-01,16,Metroline,Metroline,Garage Not Available,Brent,Injuries treated on scene,Onboard Injuries,Operational Staff,Unknown,Unknown,08
2015,2015-08-01,16,Metroline,Metroline,Garage Not Available,Enfield,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,17,Metroline,Metroline,Garage Not Available,Islington,Injuries treated on scene,Assault,Bus Driver,Male,Adult,08
2015,2015-08-01,17,Metroline,Metroline,Garage Not Available,Islington,Injuries treated on scene,Collision Incident,Passenger,Female,Elderly,08
2015,2015-08-01,17,Metroline,Metroline,Garage Not Available,Islington,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,17,Metroline,Metroline,Garage Not Available,Islington,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Bus Driver,Male,Adult,08
2015,2015-08-01,18,Metroline West,Metroline,Garage Not Available,Brent,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,18,Metroline West,Metroline,Garage Not Available,Brent,Injuries treated on scene,Onboard Injuries,Passenger,Female,Child,08
2015,2015-08-01,18,Metroline West,Metroline,Garage Not Available,Brent,Injuries treated on scene,Onboard Injuries,Passenger,Male,Adult,08
2015,2015-08-01,18,Metroline West,Metroline,Garage Not Available,Brent,Injuries treated on scene,Onboard Injuries,Passenger,Male,Adult,08
2015,2015-08-01,18,Metroline West,Metroline,Garage Not Available,Brent,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Male,Adult,08
2015,2015-08-01,22,London General,Go-Ahead,Garage Not Available,Hammersmith & Fulham,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown,08
2015,2015-08-01,24,Metroline,Metroline,Garage Not Available,Camden,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,24,Metroline,Metroline,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,24,Metroline,Metroline,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,24,Metroline,Metroline,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,24,Metroline,Metroline,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Female,Child,08
2015,2015-08-01,24,Metroline,Metroline,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Female,Child,08
2015,2015-08-01,24,Metroline,Metroline,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Female,Child,08
2015,2015-08-01,24,Metroline,Metroline,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Female,Child,08
2015,2015-08-01,24,Metroline,Metroline,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Female,Unknown,08
2015,2015-08-01,24,Metroline,Metroline,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Female,Unknown,08
2015,2015-08-01,24,Metroline,Metroline,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Male,Child,08
2015,2015-08-01,24,Metroline,Metroline,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Male,Child,08
2015,2015-08-01,24,Metroline,Metroline,Garage Not Available,Westminster,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Female,Elderly,08
2015,2015-08-01,25,Tower Transit,Tower Transit,Garage Not Available,Newham,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,27,London United,London United,Garage Not Available,Kensington & Chelsea,Reported Minor Injury - Treated at Hospital,Collision Incident,Motorcyclist,Male,Adult,08
2015,2015-08-01,29,Arriva London North,Arriva London,Garage Not Available,Camden,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Unknown,Unknown,08
2015,2015-08-01,29,Arriva London North,Arriva London,Garage Not Available,Haringey,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown,08
2015,2015-08-01,31,Tower Transit,Tower Transit,Garage Not Available,Camden,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Female,Elderly,08
2015,2015-08-01,32,Metroline,Metroline,Garage Not Available,Barnet,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Pedestrian,Male,Adult,08
2015,2015-08-01,33,London United,London United,Garage Not Available,Richmond Upon Thames,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Child,08
2015,2015-08-01,34,Metroline,Metroline,Garage Not Available,Barnet,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,34,Metroline,Metroline,Garage Not Available,Barnet,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,36,London Central,Go-Ahead,Garage Not Available,Lewisham,Injuries treated on scene,Onboard Injuries,Bus Driver,Female,Adult,08
2015,2015-08-01,36,London Central,Go-Ahead,Garage Not Available,Westminster,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Unknown,Unknown,08
2015,2015-08-01,37,Metrobus,Go-Ahead,Garage Not Available,Southwark,Injuries treated on scene,Onboard Injuries,Bus Driver,Female,Adult,08
2015,2015-08-01,37,Metrobus,Go-Ahead,Garage Not Available,Southwark,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,38,Arriva London North,Arriva London,Garage Not Available,Camden,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown,08
2015,2015-08-01,38,Arriva London North,Arriva London,Garage Not Available,Hackney,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Unknown,Unknown,08
2015,2015-08-01,38,Arriva London North,Arriva London,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown,08
2015,2015-08-01,42,London Central,Go-Ahead,Garage Not Available,Southwark,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,42,London Central,Go-Ahead,Garage Not Available,Southwark,Injuries treated on scene,Onboard Injuries,Passenger,Male,Unknown,08
2015,2015-08-01,43,Metroline,Metroline,Garage Not Available,Haringey,Injuries treated on scene,Collision Incident,Pedestrian,Unknown,Unknown,08
2015,2015-08-01,43,Metroline,Metroline,Garage Not Available,Islington,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,43,Metroline,Metroline,Garage Not Available,Islington,Injuries treated on scene,Onboard Injuries,Passenger,Male,Adult,08
2015,2015-08-01,44,London General,Go-Ahead,Garage Not Available,Wandsworth,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,44,London General,Go-Ahead,Garage Not Available,Wandsworth,Injuries treated on scene,Onboard Injuries,Passenger,Female,Elderly,08
2015,2015-08-01,50,Arriva London South,Arriva London,Garage Not Available,Lambeth,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown,08
2015,2015-08-01,53,Selkent,Stagecoach,Garage Not Available,Greenwich,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Pedestrian,Female,Adult,08
2015,2015-08-01,53,Selkent,Stagecoach,Garage Not Available,Lewisham,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,54,Selkent,Stagecoach,Garage Not Available,Lewisham,Injuries treated on scene,Collision Incident,Pedestrian,Male,Adult,08
2015,2015-08-01,55,East London,Stagecoach,Garage Not Available,Camden,Injuries treated on scene,Onboard Injuries,Passenger,Female,Child,08
2015,2015-08-01,55,East London,Stagecoach,Garage Not Available,City of London,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Adult,08
2015,2015-08-01,55,East London,Stagecoach,Garage Not Available,Hackney,Injuries treated on scene,Onboard Injuries,Passenger,Female,Child,08
2015,2015-08-01,55,East London,Stagecoach,Garage Not Available,Hackney,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Adult,08
2015,2015-08-01,55,East London,Stagecoach,Garage Not Available,Islington,Fatal,Collision Incident,Pedestrian,Male,Adult,08
2015,2015-08-01,55,East London,Stagecoach,Garage Not Available,Westminster,Injuries treated on scene,Collision Incident,Cyclist,Male,Adult,08
2015,2015-08-01,55,East London,Stagecoach,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Female,Child,08
2015,2015-08-01,55,East London,Stagecoach,Garage Not Available,Westminster,Reported Minor Injury - Treated at Hospital,Collision Incident,Bus Driver,Male,Adult,08
2015,2015-08-01,56,East London,Stagecoach,Garage Not Available,Hackney,Injuries treated on scene,Onboard Injuries,Passenger,Female,Child,08
2015,2015-08-01,56,East London,Stagecoach,Garage Not Available,Hackney,Injuries treated on scene,Onboard Injuries,Passenger,Male,Adult,08
2015,2015-08-01,56,East London,Stagecoach,Garage Not Available,Waltham Forest,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,57,London United,London United,Garage Not Available,Kingston upon Thames,Injuries treated on scene,Onboard Injuries,3rd Party driver / Occupant,Unknown,Unknown,08
2015,2015-08-01,57,London United,London United,Garage Not Available,Wandsworth,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,57,London United,London United,Garage Not Available,Wandsworth,Injuries treated on scene,Onboard Injuries,Passenger,Female,Elderly,08
2015,2015-08-01,57,London United,London United,Garage Not Available,Wandsworth,Injuries treated on scene,Onboard Injuries,Pedestrian,Female,Adult,08
2015,2015-08-01,59,Arriva London South,Arriva London,Garage Not Available,Camden,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Unknown,Unknown,08
2015,2015-08-01,59,Arriva London South,Arriva London,Garage Not Available,Lambeth,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown,08
2015,2015-08-01,60,Arriva London South,Arriva London,Garage Not Available,Croydon,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Unknown,Unknown,08
2015,2015-08-01,60,Arriva London South,Arriva London,Garage Not Available,Lambeth,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown,08
2015,2015-08-01,61,Selkent,Stagecoach,Garage Not Available,Bromley,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,62,East London,Stagecoach,Garage Not Available,Barking & Dagenham,Injuries treated on scene,Collision Incident,Passenger,Male,Adult,08
2015,2015-08-01,62,East London,Stagecoach,Garage Not Available,Barking & Dagenham,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,65,London United,London United,Garage Not Available,Kingston upon Thames,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,66,Arriva Kent Thameside,Arriva Kent Thameside,Garage Not Available,Havering,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,66,Arriva Kent Thameside,Arriva Kent Thameside,Garage Not Available,Redbridge,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown,08
2015,2015-08-01,69,East London,Stagecoach,Garage Not Available,Newham,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Female,Youth,08
2015,2015-08-01,69,East London,Stagecoach,Garage Not Available,Waltham Forest,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,72,London United,London United,Garage Not Available,Hammersmith & Fulham,Injuries treated on scene,Onboard Injuries,Bus Driver,Male,Adult,08
2015,2015-08-01,72,London United,London United,Garage Not Available,Hammersmith & Fulham,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,73,Arriva London North,Arriva London,Garage Not Available,Camden,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown,08
2015,2015-08-01,73,Arriva London North,Arriva London,Garage Not Available,City of London,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown,08
2015,2015-08-01,73,Arriva London North,Arriva London,Garage Not Available,Hackney,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown,08
2015,2015-08-01,73,Arriva London North,Arriva London,Garage Not Available,Islington,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown,08
2015,2015-08-01,73,Arriva London North,Arriva London,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown,08
2015,2015-08-01,74,London General,Go-Ahead,Garage Not Available,Hammersmith & Fulham,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown,08
2015,2015-08-01,74,London General,Go-Ahead,Garage Not Available,Kensington & Chelsea,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown,08
2015,2015-08-01,75,Selkent,Stagecoach,Garage Not Available,Bromley,Injuries treated on scene,Collision Incident,Passenger,Female,Adult,08
2015,2015-08-01,75,Selkent,Stagecoach,Garage Not Available,Croydon,Injuries treated on scene,Assault,Bus Driver,Male,Adult,08
2015,2015-08-01,75,Selkent,Stagecoach,Garage Not Available,Lewisham,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown,08
2015,2015-08-01,79,Metroline,Metroline,Garage Not Available,Barnet,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,82,Metroline,Metroline,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Male,Elderly,08
2015,2015-08-01,83,Metroline West,Metroline,Garage Not Available,Ealing,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,83,Metroline West,Metroline,Garage Not Available,Ealing,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,83,Metroline West,Metroline,Garage Not Available,Ealing,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,85,London General,Go-Ahead,Garage Not Available,Wandsworth,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown,08
2015,2015-08-01,85,London General,Go-Ahead,Garage Not Available,Wandsworth,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown,08
2015,2015-08-01,86,East London,Stagecoach,Garage Not Available,Redbridge,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,87,London General,Go-Ahead,Garage Not Available,Lambeth,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Bus Driver,Male,Adult,08
2015,2015-08-01,87,London General,Go-Ahead,Garage Not Available,Lambeth,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Bus Driver,Male,Adult,08
2015,2015-08-01,87,London General,Go-Ahead,Garage Not Available,Lambeth,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Pedestrian,Male,Adult,08
2015,2015-08-01,87,London General,Go-Ahead,Garage Not Available,Lambeth,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Pedestrian,Male,Adult,08
2015,2015-08-01,87,London General,Go-Ahead,Garage Not Available,Wandsworth,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult,08
2015,2015-08-01,87,London General,Go-Ahead,Garage Not Available,Westminster,Injuries treated on scene,Collision Incident,Passenger,Female,Adult,08
2015,2015-08-01,88,London General,Go-Ahead,Garage Not Available,Lambeth,Injuries treated on scene,Collision Incident,Passenger,Female,Adult,08
2015,2015-08-01,88,London General,Go-Ahead,Garage Not Available,Lambeth,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,3rd Party driver / Occupant,Unknown,Unknown,08
2015,2015-08-01,88,London General,Go-Ahead,Garage Not Available,Lambeth,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Passenger,Female,Elderly,08
